tripduration,starttime,stoptime,start Station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
448,23/09/2015 18:14,23/09/2015 18:21,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,24597,Subscriber,1981,1
736,23/09/2015 18:15,23/09/2015 18:27,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24682,Subscriber,1981,2
309,23/09/2015 18:15,23/09/2015 18:20,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24400,Subscriber,1969,1
1136,23/09/2015 18:15,23/09/2015 18:34,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24494,Subscriber,1980,1
260,23/09/2015 18:15,23/09/2015 18:20,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24556,Subscriber,1988,2
852,23/09/2015 18:15,23/09/2015 18:30,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,24469,Subscriber,1975,1
219,23/09/2015 18:17,23/09/2015 18:20,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24551,Subscriber,1977,1
213,23/09/2015 18:17,23/09/2015 18:20,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24663,Customer,,0
705,23/09/2015 18:18,23/09/2015 18:29,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24389,Subscriber,1962,1
445,23/09/2015 18:18,23/09/2015 18:25,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24685,Subscriber,1982,1
388,23/09/2015 18:18,23/09/2015 18:25,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24481,Subscriber,1981,1
606,23/09/2015 18:19,23/09/2015 18:29,3220,5 Corners Library,40.73496102,-74.05950308,3194,McGinley Square,40.72533993,-74.06762213,24674,Subscriber,1981,1
782,23/09/2015 18:19,23/09/2015 18:32,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24547,Subscriber,1990,2
617,23/09/2015 18:21,23/09/2015 18:31,3195,Sip Ave,40.73074263,-74.06378388,3191,Union St,40.7182113,-74.0836394,24555,Subscriber,1953,2
242,23/09/2015 18:22,23/09/2015 18:26,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24655,Subscriber,1981,1
440,23/09/2015 18:22,23/09/2015 18:29,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24662,Subscriber,1987,1
498,23/09/2015 18:24,23/09/2015 18:32,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24701,Subscriber,1984,1
543,23/09/2015 18:25,23/09/2015 18:34,3195,Sip Ave,40.73074263,-74.06378388,3215,Central Ave,40.7467299,-74.0492509,24474,Subscriber,1981,1
196,23/09/2015 18:25,23/09/2015 18:29,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24522,Subscriber,1972,1
149,23/09/2015 18:26,23/09/2015 18:28,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24639,Subscriber,1981,1
397,23/09/2015 18:26,23/09/2015 18:33,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24400,Subscriber,1984,1
1783,23/09/2015 18:27,23/09/2015 18:57,3217,Bayside Park,40.69865054,-74.08207968,3217,Bayside Park,40.69865054,-74.08207968,24718,Customer,,0
249,23/09/2015 18:29,23/09/2015 18:34,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24723,Subscriber,1977,1
1023,23/09/2015 18:30,23/09/2015 18:47,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,24634,Subscriber,1987,1
266,23/09/2015 18:31,23/09/2015 18:36,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24428,Subscriber,1979,1
273,23/09/2015 18:32,23/09/2015 18:36,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24639,Subscriber,1979,1
358,23/09/2015 18:34,23/09/2015 18:40,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24667,Subscriber,1985,1
569,23/09/2015 18:35,23/09/2015 18:45,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,24450,Subscriber,1977,1
565,23/09/2015 18:35,23/09/2015 18:45,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,24584,Subscriber,1990,2
798,23/09/2015 18:35,23/09/2015 18:49,3195,Sip Ave,40.73074263,-74.06378388,3197,North St,40.752559,-74.044725,24723,Subscriber,1977,1
441,23/09/2015 18:36,23/09/2015 18:43,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24678,Subscriber,1979,1
406,23/09/2015 18:38,23/09/2015 18:44,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24440,Customer,,0
358,23/09/2015 18:38,23/09/2015 18:44,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24625,Subscriber,1990,2
136,23/09/2015 18:40,23/09/2015 18:42,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24500,Subscriber,1982,1
267,23/09/2015 18:40,23/09/2015 18:44,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24574,Subscriber,1984,2
357,23/09/2015 18:40,23/09/2015 18:46,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,24641,Subscriber,1978,1
811,23/09/2015 18:40,23/09/2015 18:54,3194,McGinley Square,40.72533993,-74.06762213,3220,5 Corners Library,40.73496102,-74.05950308,24583,Subscriber,1991,1
556,23/09/2015 18:41,23/09/2015 18:50,3184,Paulus Hook,40.7141454,-74.0335519,3209,Brunswick St,40.7241765,-74.0506564,24694,Subscriber,1977,1
906,23/09/2015 18:41,23/09/2015 18:56,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24377,Subscriber,1985,1
272,23/09/2015 18:43,23/09/2015 18:47,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24597,Subscriber,1983,1
530,23/09/2015 18:43,23/09/2015 18:52,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,24505,Subscriber,1982,1
741,23/09/2015 18:44,23/09/2015 18:57,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,24609,Subscriber,1976,1
65242,23/09/2015 18:45,24/09/2015 12:53,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,24584,Customer,,0
501,23/09/2015 18:46,23/09/2015 18:54,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24562,Subscriber,1959,2
456,23/09/2015 18:46,23/09/2015 18:54,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24589,Subscriber,1968,1
260,23/09/2015 18:47,23/09/2015 18:52,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24440,Subscriber,1985,1
600,23/09/2015 18:47,23/09/2015 18:57,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24516,Subscriber,1960,1
217,23/09/2015 18:48,23/09/2015 18:51,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24597,Subscriber,1964,1
558,23/09/2015 18:48,23/09/2015 18:57,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24486,Subscriber,1983,1
1735,23/09/2015 18:48,23/09/2015 19:17,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24538,Subscriber,1967,1
287,23/09/2015 18:50,23/09/2015 18:55,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24575,Subscriber,1981,2
556,23/09/2015 18:50,23/09/2015 19:00,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24389,Subscriber,1976,1
2797,23/09/2015 18:51,23/09/2015 19:38,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24710,Customer,,0
393,23/09/2015 18:52,23/09/2015 18:58,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24625,Subscriber,1984,1
141,23/09/2015 18:52,23/09/2015 18:55,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24597,Subscriber,1976,1
282,23/09/2015 18:54,23/09/2015 18:59,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24559,Subscriber,1982,1
381,23/09/2015 18:55,23/09/2015 19:01,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24648,Subscriber,1986,1
428,23/09/2015 18:55,23/09/2015 19:02,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24454,Subscriber,1980,1
1410,23/09/2015 18:56,23/09/2015 19:20,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24387,Subscriber,1984,1
1388,23/09/2015 18:57,23/09/2015 19:20,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24499,Subscriber,1983,2
475,23/09/2015 18:58,23/09/2015 19:06,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24438,Subscriber,1990,1
668,23/09/2015 18:58,23/09/2015 19:09,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24591,Subscriber,1979,1
636,23/09/2015 18:58,23/09/2015 19:09,3210,Pershing Field,40.74267714,-74.05178863,3198,Heights Elevator,40.74871595,-74.0404433,24453,Subscriber,1990,1
369,23/09/2015 18:58,23/09/2015 19:04,3213,Van Vorst Park,40.71848892,-74.04772663,3192,Liberty Light Rail,40.7112423,-74.0557013,24660,Subscriber,1979,1
145,23/09/2015 19:01,23/09/2015 19:03,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24597,Subscriber,1976,1
738,23/09/2015 19:01,23/09/2015 19:13,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24463,Subscriber,1986,2
558,23/09/2015 19:02,23/09/2015 19:11,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,24486,Customer,,0
321,23/09/2015 19:02,23/09/2015 19:07,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24575,Subscriber,1975,1
1101,23/09/2015 19:03,23/09/2015 19:21,3192,Liberty Light Rail,40.7112423,-74.0557013,3212,Christ Hospital,40.73478582,-74.05044364,24549,Customer,,0
567,23/09/2015 19:04,23/09/2015 19:13,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24589,Customer,,0
174,23/09/2015 19:06,23/09/2015 19:09,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24559,Subscriber,1986,1
430,23/09/2015 19:10,23/09/2015 19:17,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,24686,Subscriber,1970,1
1182,23/09/2015 19:10,23/09/2015 19:29,3186,Grove St PATH,40.71958612,-74.04311746,3188,NJCU,40.7101087,-74.0858489,24505,Subscriber,1982,1
1098,23/09/2015 19:10,23/09/2015 19:28,3206,Hilltop,40.7311689,-74.0575736,3211,Newark Ave,40.72152515,-74.04630454,24393,Customer,,0
1067,23/09/2015 19:10,23/09/2015 19:28,3206,Hilltop,40.7311689,-74.0575736,3211,Newark Ave,40.72152515,-74.04630454,24446,Customer,,0
434,23/09/2015 19:11,23/09/2015 19:18,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24553,Subscriber,1961,2
894,23/09/2015 19:12,23/09/2015 19:27,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24652,Subscriber,1962,1
455,23/09/2015 19:12,23/09/2015 19:20,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24605,Subscriber,1984,1
1239,23/09/2015 19:12,23/09/2015 19:33,3187,Warren St,40.7211236,-74.03805095,3192,Liberty Light Rail,40.7112423,-74.0557013,24678,Subscriber,1984,1
946,23/09/2015 19:12,23/09/2015 19:28,3206,Hilltop,40.7311689,-74.0575736,3211,Newark Ave,40.72152515,-74.04630454,24420,Customer,,0
401,23/09/2015 19:13,23/09/2015 19:19,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24392,Subscriber,1984,1
847,23/09/2015 19:13,23/09/2015 19:27,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24525,Subscriber,1960,2
1539,23/09/2015 19:13,23/09/2015 19:39,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24667,Subscriber,1963,1
1532,23/09/2015 19:13,23/09/2015 19:39,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24482,Subscriber,1963,2
719,23/09/2015 19:13,23/09/2015 19:25,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24496,Subscriber,1964,1
1587,23/09/2015 19:15,23/09/2015 19:41,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24389,Customer,,0
157,23/09/2015 19:15,23/09/2015 19:18,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24617,Subscriber,1980,1
1523,23/09/2015 19:15,23/09/2015 19:41,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24587,Customer,,0
447,23/09/2015 19:15,23/09/2015 19:23,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,24641,Subscriber,1978,1
1519,23/09/2015 19:15,23/09/2015 19:41,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24709,Customer,,0
460,23/09/2015 19:17,23/09/2015 19:25,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24630,Subscriber,1990,2
238,23/09/2015 19:18,23/09/2015 19:22,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24680,Subscriber,1988,1
395,23/09/2015 19:18,23/09/2015 19:25,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24463,Subscriber,1987,2
267,23/09/2015 19:18,23/09/2015 19:23,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,24529,Subscriber,1973,1
323,23/09/2015 19:20,23/09/2015 19:26,3187,Warren St,40.7211236,-74.03805095,3211,Newark Ave,40.72152515,-74.04630454,24594,Subscriber,1981,2
453,23/09/2015 19:23,23/09/2015 19:30,3209,Brunswick St,40.7241765,-74.0506564,3187,Warren St,40.7211236,-74.03805095,24685,Subscriber,1984,1
335,23/09/2015 19:23,23/09/2015 19:29,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24649,Subscriber,1989,2
417,23/09/2015 19:24,23/09/2015 19:30,3194,McGinley Square,40.72533993,-74.06762213,3206,Hilltop,40.7311689,-74.0575736,24635,Subscriber,1957,2
380,23/09/2015 19:24,23/09/2015 19:30,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,24644,Subscriber,1965,2
174,23/09/2015 19:24,23/09/2015 19:27,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24519,Subscriber,1971,1
1046,23/09/2015 19:24,23/09/2015 19:42,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,24499,Subscriber,1983,2
1045,23/09/2015 19:24,23/09/2015 19:42,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,24387,Subscriber,1984,1
1742,23/09/2015 19:25,23/09/2015 19:54,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,24530,Subscriber,1989,1
1563,23/09/2015 19:25,23/09/2015 19:51,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24680,Subscriber,1976,1
710,23/09/2015 19:25,23/09/2015 19:37,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,24651,Subscriber,1977,1
1818,23/09/2015 19:26,23/09/2015 19:57,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24377,Customer,,0
1521,23/09/2015 19:27,23/09/2015 19:52,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24604,Subscriber,1981,1
878,23/09/2015 19:27,23/09/2015 19:42,3195,Sip Ave,40.73074263,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24553,Subscriber,1990,2
1147,23/09/2015 19:28,23/09/2015 19:48,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,24669,Subscriber,1989,2
1540,23/09/2015 19:30,23/09/2015 19:56,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24446,Customer,,0
173,23/09/2015 19:31,23/09/2015 19:34,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24450,Subscriber,1980,2
978,23/09/2015 19:31,23/09/2015 19:47,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,24641,Subscriber,1980,1
1481,23/09/2015 19:31,23/09/2015 19:56,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24401,Customer,,0
1424,23/09/2015 19:32,23/09/2015 19:55,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,24393,Customer,,0
449,23/09/2015 19:32,23/09/2015 19:39,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24672,Subscriber,1981,1
454,23/09/2015 19:33,23/09/2015 19:41,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24442,Subscriber,1992,1
576,23/09/2015 19:34,23/09/2015 19:43,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24560,Customer,,0
1766,23/09/2015 19:35,23/09/2015 20:04,3192,Liberty Light Rail,40.7112423,-74.0557013,3187,Warren St,40.7211236,-74.03805095,24660,Subscriber,1984,1
543,23/09/2015 19:36,23/09/2015 19:45,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,24676,Subscriber,1972,1
241,23/09/2015 19:36,23/09/2015 19:40,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24467,Subscriber,1963,1
117,23/09/2015 19:39,23/09/2015 19:41,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24639,Subscriber,1983,1
358,23/09/2015 19:41,23/09/2015 19:47,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24609,Subscriber,1983,1
443,23/09/2015 19:42,23/09/2015 19:50,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24490,Subscriber,1966,1
1082,23/09/2015 19:43,23/09/2015 20:01,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,24710,Customer,,0
1479,23/09/2015 19:45,23/09/2015 20:09,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24587,Customer,,0
1453,23/09/2015 19:45,23/09/2015 20:10,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24709,Customer,,0
1530,23/09/2015 19:46,23/09/2015 20:11,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24389,Customer,,0
405,23/09/2015 19:46,23/09/2015 19:53,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,24387,Subscriber,1987,1
382,23/09/2015 19:46,23/09/2015 19:53,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24494,Subscriber,1986,1
323,23/09/2015 19:46,23/09/2015 19:52,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24476,Subscriber,1968,1
445,23/09/2015 19:47,23/09/2015 19:54,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24519,Subscriber,1962,1
3031,23/09/2015 19:48,23/09/2015 20:38,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24571,Subscriber,1982,1
400,23/09/2015 19:48,23/09/2015 19:54,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24432,Subscriber,1984,1
1084,23/09/2015 19:51,23/09/2015 20:09,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24658,Subscriber,1962,1
1631,23/09/2015 19:54,23/09/2015 20:21,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24680,Subscriber,1976,1
360,23/09/2015 19:57,23/09/2015 20:03,3211,Newark Ave,40.72152515,-74.04630454,3202,Newport PATH,40.7272235,-74.0337589,24650,Subscriber,1991,1
697,23/09/2015 19:58,23/09/2015 20:10,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,24653,Subscriber,1989,2
248,23/09/2015 20:00,23/09/2015 20:04,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24659,Subscriber,1991,1
491,23/09/2015 20:01,23/09/2015 20:09,3211,Newark Ave,40.72152515,-74.04630454,3192,Liberty Light Rail,40.7112423,-74.0557013,24434,Subscriber,1977,1
1272,23/09/2015 20:03,23/09/2015 20:24,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24377,Customer,,0
1368,23/09/2015 20:06,23/09/2015 20:29,3212,Christ Hospital,40.73478582,-74.05044364,3212,Christ Hospital,40.73478582,-74.05044364,24621,Subscriber,1977,1
374,23/09/2015 20:07,23/09/2015 20:14,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24667,Subscriber,1984,1
250,23/09/2015 20:09,23/09/2015 20:13,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24574,Subscriber,1982,1
267,23/09/2015 20:09,23/09/2015 20:14,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24482,Subscriber,1967,1
321,23/09/2015 20:09,23/09/2015 20:15,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24650,Customer,,0
360,23/09/2015 20:10,23/09/2015 20:16,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24446,Subscriber,1977,1
1769,23/09/2015 20:15,23/09/2015 20:44,3196,Riverview Park,40.7443187,-74.0439909,3206,Hilltop,40.7311689,-74.0575736,24532,Subscriber,1984,1
406,23/09/2015 20:15,23/09/2015 20:22,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24667,Subscriber,1976,1
2800,23/09/2015 20:16,23/09/2015 21:03,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,24494,Subscriber,1989,1
4813,23/09/2015 20:17,23/09/2015 21:37,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24602,Customer,,0
4783,23/09/2015 20:18,23/09/2015 21:37,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24589,Customer,,0
810,23/09/2015 20:21,23/09/2015 20:34,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24491,Subscriber,1992,1
2945,23/09/2015 20:23,23/09/2015 21:12,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24647,Customer,,0
2939,23/09/2015 20:23,23/09/2015 21:12,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24504,Customer,,0
1659,23/09/2015 20:27,23/09/2015 20:55,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24377,Customer,,0
2029,23/09/2015 20:29,23/09/2015 21:03,3184,Paulus Hook,40.7141454,-74.0335519,3193,Lincoln Park,40.7246051,-74.07840595,24513,Customer,,0
2128,23/09/2015 20:31,23/09/2015 21:06,3184,Paulus Hook,40.7141454,-74.0335519,3210,Pershing Field,40.74267714,-74.05178863,24481,Customer,,0
807,23/09/2015 20:31,23/09/2015 20:45,3213,Van Vorst Park,40.71848892,-74.04772663,3209,Brunswick St,40.7241765,-74.0506564,24463,Subscriber,1983,1
231,23/09/2015 20:33,23/09/2015 20:37,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24514,Subscriber,1984,1
1084,23/09/2015 20:34,23/09/2015 20:52,3211,Newark Ave,40.72152515,-74.04630454,3210,Pershing Field,40.74267714,-74.05178863,24430,Subscriber,1954,1
721,23/09/2015 20:34,23/09/2015 20:46,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24587,Subscriber,1967,1
724,23/09/2015 20:36,23/09/2015 20:48,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,24653,Subscriber,1989,2
1051,23/09/2015 20:37,23/09/2015 20:54,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24473,Subscriber,1980,1
363,23/09/2015 20:38,23/09/2015 20:44,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24514,Subscriber,1965,1
