tripduration,starttime,stoptime,start Station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
8632,26/09/2015 15:22,26/09/2015 17:46,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24510,Customer,,0
8614,26/09/2015 15:22,26/09/2015 17:46,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24564,Customer,,0
1171,26/09/2015 15:22,26/09/2015 15:42,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24566,Customer,,0
371,26/09/2015 15:23,26/09/2015 15:29,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24399,Subscriber,1981,1
8548,26/09/2015 15:24,26/09/2015 17:46,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24477,Customer,,0
1686,26/09/2015 15:25,26/09/2015 15:53,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,24686,Customer,,0
3000,26/09/2015 15:26,26/09/2015 16:16,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,24448,Customer,,0
1088,26/09/2015 15:27,26/09/2015 15:45,3190,Garfield Ave Station,40.71046702,-74.0700388,3184,Paulus Hook,40.7141454,-74.0335519,24571,Subscriber,1962,1
2947,26/09/2015 15:27,26/09/2015 16:16,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,24442,Customer,,0
695,26/09/2015 15:28,26/09/2015 15:40,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24700,Subscriber,1989,1
2156,26/09/2015 15:29,26/09/2015 16:04,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,24597,Subscriber,1989,2
682,26/09/2015 15:29,26/09/2015 15:40,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24420,Subscriber,1990,2
7082,26/09/2015 15:29,26/09/2015 17:27,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24493,Customer,,0
2146,26/09/2015 15:29,26/09/2015 16:05,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,24685,Subscriber,1984,1
626,26/09/2015 15:29,26/09/2015 15:39,3215,Central Ave,40.7467299,-74.0492509,3201,Dey St,40.737711,-74.066921,24387,Subscriber,1989,1
492,26/09/2015 15:29,26/09/2015 15:37,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24651,Customer,,0
7064,26/09/2015 15:29,26/09/2015 17:27,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24393,Customer,,0
486,26/09/2015 15:29,26/09/2015 15:37,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24431,Customer,,0
3480,26/09/2015 15:30,26/09/2015 16:28,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,24473,Customer,,0
3461,26/09/2015 15:31,26/09/2015 16:28,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,24444,Customer,,0
1373,26/09/2015 15:31,26/09/2015 15:54,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24543,Subscriber,1963,2
1167,26/09/2015 15:32,26/09/2015 15:52,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24512,Customer,,0
1136,26/09/2015 15:33,26/09/2015 15:52,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,24647,Customer,,0
147,26/09/2015 15:35,26/09/2015 15:37,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24483,Subscriber,1982,1
1578,26/09/2015 15:35,26/09/2015 16:01,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24645,Subscriber,1983,2
144,26/09/2015 15:35,26/09/2015 15:37,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24402,Subscriber,1984,1
1305,26/09/2015 15:37,26/09/2015 15:58,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24437,Customer,,0
924,26/09/2015 15:37,26/09/2015 15:52,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24463,Customer,,0
917,26/09/2015 15:37,26/09/2015 15:52,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24536,Customer,,0
1253,26/09/2015 15:37,26/09/2015 15:58,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24688,Customer,,0
1009,26/09/2015 15:37,26/09/2015 15:54,3196,Riverview Park,40.7443187,-74.0439909,3197,North St,40.752559,-74.044725,24709,Customer,,0
1014,26/09/2015 15:37,26/09/2015 15:54,3196,Riverview Park,40.7443187,-74.0439909,3197,North St,40.752559,-74.044725,24593,Customer,,0
1238,26/09/2015 15:39,26/09/2015 15:59,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,24436,Customer,,0
1238,26/09/2015 15:39,26/09/2015 15:59,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,24541,Customer,,0
173,26/09/2015 15:40,26/09/2015 15:43,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24680,Customer,,0
2353,26/09/2015 15:43,26/09/2015 16:22,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24533,Subscriber,1981,1
1332,26/09/2015 15:43,26/09/2015 16:06,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24596,Subscriber,1961,1
8352,26/09/2015 15:44,26/09/2015 18:03,3210,Pershing Field,40.74267714,-74.05178863,3211,Newark Ave,40.72152515,-74.04630454,24617,Customer,,0
1246,26/09/2015 15:45,26/09/2015 16:06,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,24419,Subscriber,1993,2
617,26/09/2015 15:46,26/09/2015 15:56,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,24632,Subscriber,1985,1
1183,26/09/2015 15:46,26/09/2015 16:06,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,24407,Subscriber,1992,1
2245,26/09/2015 15:46,26/09/2015 16:23,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24439,Customer,,0
449,26/09/2015 15:46,26/09/2015 15:54,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24644,Customer,,0
437,26/09/2015 15:46,26/09/2015 15:54,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24594,Customer,,0
1223,26/09/2015 15:46,26/09/2015 16:07,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,24456,Customer,,0
1270,26/09/2015 15:47,26/09/2015 16:08,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,24557,Customer,,0
942,26/09/2015 15:47,26/09/2015 16:03,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,24526,Subscriber,1985,1
2578,26/09/2015 15:48,26/09/2015 16:31,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,24615,Subscriber,1985,1
7885,26/09/2015 15:48,26/09/2015 17:59,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24464,Customer,,0
491,26/09/2015 15:48,26/09/2015 15:56,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24699,Customer,,0
2293,26/09/2015 15:49,26/09/2015 16:27,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24504,Subscriber,1985,1
252,26/09/2015 15:50,26/09/2015 15:54,3215,Central Ave,40.7467299,-74.0492509,3196,Riverview Park,40.7443187,-74.0439909,24474,Subscriber,1978,2
2245,26/09/2015 15:50,26/09/2015 16:27,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24483,Subscriber,1987,1
713,26/09/2015 15:52,26/09/2015 16:04,3192,Liberty Light Rail,40.7112423,-74.0557013,3214,Essex Light Rail,40.7127742,-74.0364857,24401,Customer,,0
1098,26/09/2015 15:52,26/09/2015 16:10,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,24605,Subscriber,1982,1
2338,26/09/2015 15:52,26/09/2015 16:31,3195,Sip Ave,40.73074263,-74.06378388,3215,Central Ave,40.7467299,-74.0492509,24530,Subscriber,1976,2
298,26/09/2015 15:52,26/09/2015 15:57,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24670,Subscriber,1983,1
558,26/09/2015 15:53,26/09/2015 16:02,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24435,Subscriber,1985,1
719,26/09/2015 15:53,26/09/2015 16:05,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24516,Customer,,0
701,26/09/2015 15:53,26/09/2015 16:05,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24556,Customer,,0
739,26/09/2015 15:53,26/09/2015 16:05,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24636,Customer,,0
790,26/09/2015 15:54,26/09/2015 16:07,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24432,Subscriber,1973,0
490,26/09/2015 15:55,26/09/2015 16:04,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24566,Customer,,0
676,26/09/2015 15:56,26/09/2015 16:07,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24621,Subscriber,1985,1
1257,26/09/2015 15:56,26/09/2015 16:17,3205,JC Medical Center,40.71653978,-74.04963791,3196,Riverview Park,40.7443187,-74.0439909,24686,Customer,,0
1824,26/09/2015 15:57,26/09/2015 16:27,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,24682,Subscriber,1971,1
482,26/09/2015 15:57,26/09/2015 16:05,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24659,Customer,,0
471,26/09/2015 15:57,26/09/2015 16:04,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24699,Customer,,0
676,26/09/2015 15:59,26/09/2015 16:11,3195,Sip Ave,40.73074263,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24552,Subscriber,1954,2
599,26/09/2015 16:00,26/09/2015 16:10,3210,Pershing Field,40.74267714,-74.05178863,3197,North St,40.752559,-74.044725,24560,Subscriber,1989,2
951,26/09/2015 16:00,26/09/2015 16:16,3203,Hamilton Park,40.72759597,-74.04424731,3207,Oakland Ave,40.7376037,-74.0524783,24543,Subscriber,1990,2
8206,26/09/2015 16:01,26/09/2015 18:18,3217,Bayside Park,40.69865054,-74.08207968,3217,Bayside Park,40.69865054,-74.08207968,24455,Customer,,0
964,26/09/2015 16:01,26/09/2015 16:17,3203,Hamilton Park,40.72759597,-74.04424731,3207,Oakland Ave,40.7376037,-74.0524783,24434,Subscriber,1989,1
318,26/09/2015 16:01,26/09/2015 16:07,3196,Riverview Park,40.7443187,-74.0439909,3197,North St,40.752559,-74.044725,24612,Subscriber,1970,1
8061,26/09/2015 16:02,26/09/2015 18:16,3217,Bayside Park,40.69865054,-74.08207968,3217,Bayside Park,40.69865054,-74.08207968,24718,Customer,,0
999,26/09/2015 16:02,26/09/2015 16:18,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24717,Subscriber,1989,2
746,26/09/2015 16:02,26/09/2015 16:15,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,24467,Subscriber,1980,1
535,26/09/2015 16:04,26/09/2015 16:12,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24532,Subscriber,1983,2
1241,26/09/2015 16:04,26/09/2015 16:25,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24409,Customer,,0
977,26/09/2015 16:04,26/09/2015 16:21,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24641,Customer,,0
977,26/09/2015 16:04,26/09/2015 16:21,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24566,Customer,,0
2688,26/09/2015 16:05,26/09/2015 16:50,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,24518,Subscriber,1973,1
2069,26/09/2015 16:07,26/09/2015 16:41,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,24495,Customer,,0
2056,26/09/2015 16:07,26/09/2015 16:41,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,24574,Customer,,0
2173,26/09/2015 16:07,26/09/2015 16:44,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24556,Subscriber,1983,2
200,26/09/2015 16:09,26/09/2015 16:12,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,24678,Customer,,0
1040,26/09/2015 16:10,26/09/2015 16:27,3201,Dey St,40.737711,-74.066921,3186,Grove St PATH,40.71958612,-74.04311746,24569,Subscriber,1968,1
386,26/09/2015 16:10,26/09/2015 16:17,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24655,Subscriber,1992,1
570,26/09/2015 16:10,26/09/2015 16:20,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24672,Subscriber,1985,1
6375,26/09/2015 16:11,26/09/2015 17:57,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24638,Subscriber,1985,1
735,26/09/2015 16:12,26/09/2015 16:24,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24441,Customer,,0
849,26/09/2015 16:12,26/09/2015 16:26,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24659,Subscriber,1985,2
1062,26/09/2015 16:12,26/09/2015 16:30,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,24656,Customer,,0
1056,26/09/2015 16:12,26/09/2015 16:30,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,24557,Customer,,0
2085,26/09/2015 16:12,26/09/2015 16:47,3209,Brunswick St,40.7241765,-74.0506564,3205,JC Medical Center,40.71653978,-74.04963791,24688,Customer,,0
695,26/09/2015 16:12,26/09/2015 16:24,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24536,Customer,,0
1395,26/09/2015 16:12,26/09/2015 16:36,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,24605,Subscriber,1982,1
1395,26/09/2015 16:13,26/09/2015 16:36,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,24526,Customer,,0
2026,26/09/2015 16:13,26/09/2015 16:47,3209,Brunswick St,40.7241765,-74.0506564,3205,JC Medical Center,40.71653978,-74.04963791,24437,Customer,,0
702,26/09/2015 16:13,26/09/2015 16:25,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24402,Customer,,0
947,26/09/2015 16:13,26/09/2015 16:29,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24400,Customer,,0
1301,26/09/2015 16:14,26/09/2015 16:35,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,24550,Customer,,0
651,26/09/2015 16:14,26/09/2015 16:25,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24463,Customer,,0
1088,26/09/2015 16:15,26/09/2015 16:33,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24635,Customer,,0
1075,26/09/2015 16:15,26/09/2015 16:33,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24699,Customer,,0
1072,26/09/2015 16:15,26/09/2015 16:33,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24436,Customer,,0
1071,26/09/2015 16:15,26/09/2015 16:33,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24539,Customer,,0
1414,26/09/2015 16:16,26/09/2015 16:39,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,24513,Customer,,0
7866,26/09/2015 16:16,26/09/2015 18:27,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24456,Customer,,0
11551,26/09/2015 16:16,26/09/2015 19:29,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24470,Customer,,0
1415,26/09/2015 16:16,26/09/2015 16:40,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,24440,Customer,,0
2706,26/09/2015 16:16,26/09/2015 17:01,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24548,Subscriber,1980,1
2757,26/09/2015 16:16,26/09/2015 17:02,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24534,Subscriber,1980,2
781,26/09/2015 16:17,26/09/2015 16:30,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24618,Subscriber,1984,1
2420,26/09/2015 16:18,26/09/2015 16:58,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,24643,Customer,,0
748,26/09/2015 16:18,26/09/2015 16:31,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24491,Subscriber,1985,2
815,26/09/2015 16:19,26/09/2015 16:32,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24577,Subscriber,1964,1
5892,26/09/2015 16:21,26/09/2015 17:59,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24398,Subscriber,1991,1
132,26/09/2015 16:22,26/09/2015 16:24,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24614,Subscriber,1967,2
272,26/09/2015 16:22,26/09/2015 16:27,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,24421,Subscriber,1985,2
257,26/09/2015 16:22,26/09/2015 16:27,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,24542,Subscriber,1977,1
1214,26/09/2015 16:23,26/09/2015 16:43,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,24685,Customer,,0
1182,26/09/2015 16:23,26/09/2015 16:43,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,24597,Customer,,0
599,26/09/2015 16:24,26/09/2015 16:34,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24645,Subscriber,1961,1
874,26/09/2015 16:24,26/09/2015 16:39,3198,Heights Elevator,40.74871595,-74.0404433,3203,Hamilton Park,40.72759597,-74.04424731,24631,Customer,,0
909,26/09/2015 16:24,26/09/2015 16:40,3198,Heights Elevator,40.74871595,-74.0404433,3203,Hamilton Park,40.72759597,-74.04424731,24412,Customer,,0
2083,26/09/2015 16:25,26/09/2015 16:59,3193,Lincoln Park,40.7246051,-74.07840595,3184,Paulus Hook,40.7141454,-74.0335519,24498,Subscriber,1963,1
1700,26/09/2015 16:25,26/09/2015 16:53,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24664,Customer,,0
1709,26/09/2015 16:25,26/09/2015 16:54,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24566,Customer,,0
592,26/09/2015 16:28,26/09/2015 16:37,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,24542,Subscriber,1978,1
507,26/09/2015 16:31,26/09/2015 16:39,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24592,Subscriber,1985,2
4645,26/09/2015 16:32,26/09/2015 17:50,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,24450,Subscriber,1975,1
1230,26/09/2015 16:33,26/09/2015 16:53,3192,Liberty Light Rail,40.7112423,-74.0557013,3187,Warren St,40.7211236,-74.03805095,24639,Subscriber,1952,1
1451,26/09/2015 16:33,26/09/2015 16:57,3192,Liberty Light Rail,40.7112423,-74.0557013,3187,Warren St,40.7211236,-74.03805095,24468,Subscriber,1961,2
152,26/09/2015 16:34,26/09/2015 16:36,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24717,Subscriber,1983,2
2782,26/09/2015 16:35,26/09/2015 17:21,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24641,Customer,,0
1286,26/09/2015 16:35,26/09/2015 16:57,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24682,Customer,,0
2826,26/09/2015 16:35,26/09/2015 17:22,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24609,Customer,,0
2770,26/09/2015 16:35,26/09/2015 17:21,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24691,Customer,,0
1253,26/09/2015 16:36,26/09/2015 16:57,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24401,Customer,,0
657,26/09/2015 16:36,26/09/2015 16:47,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24479,Customer,,0
618,26/09/2015 16:37,26/09/2015 16:47,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24435,Customer,,0
649,26/09/2015 16:41,26/09/2015 16:52,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24672,Customer,,0
502,26/09/2015 16:41,26/09/2015 16:49,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24443,Customer,,0
1618,26/09/2015 16:41,26/09/2015 17:08,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,24550,Customer,,0
1612,26/09/2015 16:41,26/09/2015 17:08,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,24526,Customer,,0
1238,26/09/2015 16:41,26/09/2015 17:02,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24439,Customer,,0
605,26/09/2015 16:41,26/09/2015 16:51,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24652,Customer,,0
1616,26/09/2015 16:42,26/09/2015 17:09,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,24605,Subscriber,1982,1
326,26/09/2015 16:42,26/09/2015 16:47,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24565,Subscriber,1960,1
784,26/09/2015 16:42,26/09/2015 16:55,3201,Dey St,40.737711,-74.066921,3205,JC Medical Center,40.71653978,-74.04963791,24387,Subscriber,1964,1
1190,26/09/2015 16:42,26/09/2015 17:02,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24432,Customer,,0
595,26/09/2015 16:42,26/09/2015 16:52,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24659,Subscriber,1980,1
345,26/09/2015 16:43,26/09/2015 16:48,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,24431,Customer,,0
1529,26/09/2015 16:44,26/09/2015 17:10,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,24500,Subscriber,1978,1
435,26/09/2015 16:44,26/09/2015 16:51,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24626,Subscriber,1986,1
485,26/09/2015 16:44,26/09/2015 16:52,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24533,Customer,,0
429,26/09/2015 16:44,26/09/2015 16:51,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24511,Subscriber,1984,2
481,26/09/2015 16:45,26/09/2015 16:53,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,24412,Customer,,0
611,26/09/2015 16:45,26/09/2015 16:56,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24574,Customer,,0
600,26/09/2015 16:45,26/09/2015 16:55,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24495,Customer,,0
2963,26/09/2015 16:45,26/09/2015 17:35,3203,Hamilton Park,40.72759597,-74.04424731,3193,Lincoln Park,40.7246051,-74.07840595,24392,Customer,,0
3016,26/09/2015 16:46,26/09/2015 17:36,3203,Hamilton Park,40.72759597,-74.04424731,3193,Lincoln Park,40.7246051,-74.07840595,24440,Subscriber,1979,1
1742,26/09/2015 16:46,26/09/2015 17:15,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24448,Subscriber,1972,1
1550,26/09/2015 16:47,26/09/2015 17:13,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,24685,Customer,,0
1534,26/09/2015 16:47,26/09/2015 17:12,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,24512,Customer,,0
218,26/09/2015 16:48,26/09/2015 16:52,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,24478,Subscriber,1989,1
